label,region,island,side,reef,protection_status,phylum,class,functional_group,species,quantity
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,piscivores,Caranx ruber,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,piscivores,Caranx ruber,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,piscivores,Caranx ruber,2
PEC,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Chordata,Vertebrata,piscivores,Caranx ruber,15
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,piscivores,Caranx ruber,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis cruentata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,grazers,Acanthostracion polygonius,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,grazers,Acanthostracion polygonius,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis guttatus,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,macro-invertivores,Cephalopholis guttatus,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,1
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,corallivore,Chaetodon capistratus,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,corallivore,Chaetodon capistratus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,1
PEC,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Vapor,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon ocellatus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,corallivore,Chaetodon sedentarius,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,corallivore,Chaetodon striatus,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,12
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,20
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,9
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,9
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,7
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,9
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,13
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,13
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,12
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,11
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,7
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,10
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,14
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,27
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,9
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,10
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,12
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,10
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,8
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,4
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,8
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,12
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,16
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,11
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Alacranes,Arrecife Alacranes,Windward,Caribbean,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,11
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis cyanea,18
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis cyanea,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis insolata,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis insolata,1
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis multilineata,18
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,106
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,8
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,10
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,5
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,10
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,5
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,12
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,15
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,110
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,12
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,7
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,10
PEC,Alacranes,Arrecife Alacranes,Windward,Tweed,MPA,Chordata,Vertebrata,planktivores,Chromis multilineata,30
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,9
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,40
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,1
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,15
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,8
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro 2,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,10
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,9
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,46
PEC,Alacranes,Arrecife Alacranes,Leeward,Sardinas,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,29
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,20
PEC,Alacranes,Arrecife Alacranes,Leeward,Alacranes 7,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,4
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,157
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,6
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,16
PEC,Alacranes,Arrecife Alacranes,Windward,Tata y Rafa,MPA,Chordata,Vertebrata,planktivores,Chromis multilineata,2
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,5
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,22
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,6
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,3
PEC,Bajo del Norte,Bajos del Norte,Bajos,Paso del zorro,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,1
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,15
PEC,Alacranes,Arrecife Alacranes,Leeward,Piedra Ballena,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,14
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,10
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,5
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,20
PEC,Bajo del Norte,Bajos del Norte,Bajos,Estadio,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,3
PEC,Alacranes,Arrecife Alacranes,Leeward,Arcos,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,19
PEC,Bajo del Norte,Bajos del Norte,Bajos,Bajos del norte 2,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,20
PEC,Bajo del Norte,Bajos del Norte,Bajos,Final,OA,Chordata,Vertebrata,planktivores,Chromis multilineata,15
PEC,Alacranes,Arrecife Alacranes,Leeward,Cordillera,NTZ,Chordata,Vertebrata,planktivores,Chromis multilineata,2
